"fdc_id","data_type","description","food_category_id","publication_date"
"1103573","survey_fndds_food","Snowpea, frozen, cooked, fat added","","2020-10-30"
"1103574","survey_fndds_food","Seaweed, dried","","2020-10-30"
"1103575","survey_fndds_food","Seaweed, cooked, no added fat","","2020-10-30"
"1103576","survey_fndds_food","Seaweed, cooked, fat added","","2020-10-30"
"1103577","survey_fndds_food","Summer squash, yellow or green, fresh, cooked, no added fat","","2020-10-30"
"1103578","survey_fndds_food","Summer squash, yellow or green, frozen, cooked, no added fat","","2020-10-30"
"1103579","survey_fndds_food","Summer squash, yellow or green, canned, cooked, no added fat","","2020-10-30"
"1103580","survey_fndds_food","Summer squash, yellow or green, NS as to form, cooked","","2020-10-30"
"1103581","survey_fndds_food","Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type","","2020-10-30"
"1103582","survey_fndds_food","Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type","","2020-10-30"
"1103583","survey_fndds_food","Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type","","2020-10-30"
"1103584","survey_fndds_food","Summer squash, yellow or green, fresh, cooked with oil","","2020-10-30"
"1103585","survey_fndds_food","Summer squash, yellow or green, fresh, cooked with butter or margarine","","2020-10-30"
"1103586","survey_fndds_food","Summer squash, yellow or green, frozen, cooked with oil","","2020-10-30"
"1103587","survey_fndds_food","Summer squash, yellow or green, frozen, cooked with butter or margarine","","2020-10-30"
"1103588","survey_fndds_food","Summer squash, yellow or green, canned, cooked with oil","","2020-10-30"
"1103589","survey_fndds_food","Summer squash, yellow or green, canned, cooked with butter or margarine","","2020-10-30"
"1103590","survey_fndds_food","Spaghetti squash, cooked","","2020-10-30"
"1103591","survey_fndds_food","Turnip, cooked","","2020-10-30"
"1103592","survey_fndds_food","Water Chesnut","","2020-10-30"
"1103593","survey_fndds_food","Winter melon, cooked","","2020-10-30"
"1103594","survey_fndds_food","Yeast","","2020-10-30"
"1103595","survey_fndds_food","Yeast extract spread","","2020-10-30"
"1103596","survey_fndds_food","Lima beans and corn, cooked, no added fat","","2020-10-30"
"1103597","survey_fndds_food","Lima beans and corn, cooked, fat added","","2020-10-30"
"1103598","survey_fndds_food","Bean salad, yellow and/or green string beans","","2020-10-30"
"1103599","survey_fndds_food","Peppers and onions, cooked, no added fat","","2020-10-30"
"1103600","survey_fndds_food","Peppers and onions, cooked, fat added","","2020-10-30"
"1103601","survey_fndds_food","Classic mixed vegetables, cooked, from restaurant","","2020-10-30"
"1103602","survey_fndds_food","Classic mixed vegetables, frozen, cooked, no added fat","","2020-10-30"
"1103603","survey_fndds_food","Classic mixed vegetables, canned, cooked, no added fat","","2020-10-30"
"1103604","survey_fndds_food","Classic mixed vegetables, NS as to form, cooked","","2020-10-30"
"1103605","survey_fndds_food","Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type","","2020-10-30"
"1103606","survey_fndds_food","Classic mixed vegetables, canned, cooked, fat added, NS as to fat type","","2020-10-30"
"1103607","survey_fndds_food","Classic mixed vegetables, frozen, cooked with oil","","2020-10-30"
"1103608","survey_fndds_food","Classic mixed vegetables, frozen, cooked with butter or margarine","","2020-10-30"
"1103609","survey_fndds_food","Classic mixed vegetables, canned, cooked with oil","","2020-10-30"
"1103610","survey_fndds_food","Classic mixed vegetables, canned, cooked with butter or margarine","","2020-10-30"
"1103611","survey_fndds_food","Classic mixed vegetables, canned, reduced sodium, cooked, no added fat","","2020-10-30"
"1103612","survey_fndds_food","Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type","","2020-10-30"
"1103613","survey_fndds_food","Classic mixed vegetables, canned, reduced sodium, cooked with oil","","2020-10-30"
"1103614","survey_fndds_food","Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine","","2020-10-30"
"1103615","survey_fndds_food","Peas and corn, cooked, no added fat","","2020-10-30"
"1103616","survey_fndds_food","Peas and corn, cooked, fat added","","2020-10-30"
"1103617","survey_fndds_food","Ratatouille","","2020-10-30"
"1103618","survey_fndds_food","Vegetables, stew type, cooked, fat added","","2020-10-30"
"1103619","survey_fndds_food","Vegetables, stew type, cooked, no added fat","","2020-10-30"
"1103620","survey_fndds_food","Broccoli and cauliflower, cooked, no added fat","","2020-10-30"
"1103621","survey_fndds_food","Broccoli and cauliflower, cooked, fat added","","2020-10-30"
"1103622","survey_fndds_food","Broccoli, cauliflower and carrots, cooked, no added fat","","2020-10-30"
"1103623","survey_fndds_food","Broccoli, cauliflower and carrots, cooked, fat added","","2020-10-30"
"1103624","survey_fndds_food","Asian stir fry vegetables, cooked, no added fat","","2020-10-30"
"1103625","survey_fndds_food","Asian stir fry vegetables, cooked, fat added","","2020-10-30"
"1103626","survey_fndds_food","Jai, Monk's Food","","2020-10-30"
"1103627","survey_fndds_food","Vegetable mixture, dried","","2020-10-30"
"1103628","survey_fndds_food","Artichokes, stuffed","","2020-10-30"
"1103629","survey_fndds_food","Green bean casserole","","2020-10-30"
"1103630","survey_fndds_food","Green beans, cooked, Szechuan-style","","2020-10-30"
"1103631","survey_fndds_food","Fried cauliflower","","2020-10-30"
"1103632","survey_fndds_food","Chiles rellenos, cheese-filled","","2020-10-30"
"1103633","survey_fndds_food","Chiles rellenos, filled with meat and cheese","","2020-10-30"
"1103634","survey_fndds_food","Stuffed jalapeno pepper","","2020-10-30"
"1103635","survey_fndds_food","Corn, scalloped or pudding","","2020-10-30"
"1103636","survey_fndds_food","Corn fritter","","2020-10-30"
"1103637","survey_fndds_food","Fried eggplant","","2020-10-30"
"1103638","survey_fndds_food","Eggplant dip","","2020-10-30"
"1103639","survey_fndds_food","Eggplant parmesan casserole, regular","","2020-10-30"
"1103640","survey_fndds_food","Eggplant with cheese and tomato sauce","","2020-10-30"
"1103641","survey_fndds_food","Mushrooms, stuffed","","2020-10-30"
"1103642","survey_fndds_food","Fried mushrooms","","2020-10-30"
"1103643","survey_fndds_food","Fried okra","","2020-10-30"
"1103644","survey_fndds_food","Fried onion rings","","2020-10-30"
"1103645","survey_fndds_food","Pea salad","","2020-10-30"
"1103646","survey_fndds_food","Pea salad with cheese","","2020-10-30"
"1103647","survey_fndds_food","Fried summer squash, yellow or green","","2020-10-30"
"1103648","survey_fndds_food","Squash, summer, casserole with tomato and cheese","","2020-10-30"
"1103649","survey_fndds_food","Squash, summer, casserole, with rice and tomato sauce","","2020-10-30"
"1103650","survey_fndds_food","Squash, summer, casserole, with cheese sauce","","2020-10-30"
"1103651","survey_fndds_food","Squash, summer, souffle","","2020-10-30"
"1103652","survey_fndds_food","Creamed christophine, Puerto Rican style","","2020-10-30"
"1103653","survey_fndds_food","Vegetable stew without meat","","2020-10-30"
"1103654","survey_fndds_food","Chow mein or chop suey, meatless, no noodles","","2020-10-30"
"1103655","survey_fndds_food","Vegetable tempura","","2020-10-30"
"1103656","survey_fndds_food","Pakora","","2020-10-30"
"1103657","survey_fndds_food","Vegetable curry","","2020-10-30"
"1103658","survey_fndds_food","Vegetable curry with rice","","2020-10-30"
"1103659","survey_fndds_food","Chow mein or chop suey, meatless, with noodles","","2020-10-30"
"1103660","survey_fndds_food","Green beans, pickled","","2020-10-30"
"1103661","survey_fndds_food","Beets, pickled","","2020-10-30"
"1103662","survey_fndds_food","Celery, pickled","","2020-10-30"
"1103663","survey_fndds_food","Relish, corn","","2020-10-30"
"1103664","survey_fndds_food","Cauliflower, pickled","","2020-10-30"
"1103665","survey_fndds_food","Cabbage, fresh, pickled, Japanese style","","2020-10-30"
"1103666","survey_fndds_food","Cabbage, red, pickled","","2020-10-30"
"1103667","survey_fndds_food","Kimchi","","2020-10-30"
"1103668","survey_fndds_food","Pickles, dill","","2020-10-30"
"1103669","survey_fndds_food","Relish, pickle","","2020-10-30"
"1103670","survey_fndds_food","Pickles, sweet","","2020-10-30"
"1103671","survey_fndds_food","Eggplant, pickled","","2020-10-30"
"1103672","survey_fndds_food","Ginger root, pickled","","2020-10-30"
"1103673","survey_fndds_food","Horseradish","","2020-10-30"
"1103674","survey_fndds_food","Mushrooms, pickled","","2020-10-30"
"1103675","survey_fndds_food","Mustard","","2020-10-30"
"1103676","survey_fndds_food","Honey mustard dip","","2020-10-30"
"1103677","survey_fndds_food","Okra, pickled","","2020-10-30"
"1103678","survey_fndds_food","Olives, NFS","","2020-10-30"
"1103679","survey_fndds_food","Olives, green","","2020-10-30"
"1103680","survey_fndds_food","Olives, black","","2020-10-30"
"1103681","survey_fndds_food","Olives, stuffed","","2020-10-30"
"1103682","survey_fndds_food","Olive tapenade","","2020-10-30"
"1103683","survey_fndds_food","Hot pepper sauce","","2020-10-30"
"1103684","survey_fndds_food","Peppers, pickled","","2020-10-30"
"1103685","survey_fndds_food","Pepper, hot, pickled","","2020-10-30"
"1103686","survey_fndds_food","Pickles, NFS","","2020-10-30"
"1103687","survey_fndds_food","Pickles, fried","","2020-10-30"
"1103688","survey_fndds_food","Radishes, pickled, Hawaiian style","","2020-10-30"
"1103689","survey_fndds_food","Seaweed, pickled","","2020-10-30"
"1103690","survey_fndds_food","Vegetables, pickled","","2020-10-30"
"1103691","survey_fndds_food","Turnip, pickled","","2020-10-30"
"1103692","survey_fndds_food","Wasabi paste","","2020-10-30"
"1103693","survey_fndds_food","Zucchini, pickled","","2020-10-30"
"1103694","survey_fndds_food","Soup, cream of, NFS","","2020-10-30"
"1103695","survey_fndds_food","Asparagus soup, cream of, NS as to made with milk or water","","2020-10-30"
"1103696","survey_fndds_food","Asparagus soup, cream of, prepared with milk","","2020-10-30"
"1103697","survey_fndds_food","Asparagus soup, cream of, prepared with water","","2020-10-30"
"1103698","survey_fndds_food","Borscht","","2020-10-30"
"1103699","survey_fndds_food","Cabbage soup, home recipe, canned or ready-to-serve","","2020-10-30"
"1103700","survey_fndds_food","Cabbage with meat soup, home recipe, canned or ready-to-serve","","2020-10-30"
"1103701","survey_fndds_food","Celery soup, cream of, prepared with milk, home recipe, canned or ready-to-serve","","2020-10-30"
"1103702","survey_fndds_food","Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve","","2020-10-30"
"1103703","survey_fndds_food","Corn soup, cream of, prepared with milk","","2020-10-30"
"1103704","survey_fndds_food","Corn soup, cream of, prepared with water","","2020-10-30"
"1103705","survey_fndds_food","Gazpacho","","2020-10-30"
"1103706","survey_fndds_food","Leek soup, cream of, prepared with milk","","2020-10-30"
"1103707","survey_fndds_food","Mushroom soup, NFS","","2020-10-30"
"1103708","survey_fndds_food","Mushroom soup, cream of, prepared with milk","","2020-10-30"
"1103709","survey_fndds_food","Mushroom soup, cream of, prepared with water","","2020-10-30"
"1103710","survey_fndds_food","Mushroom soup, with meat broth, prepared with water","","2020-10-30"
"1103711","survey_fndds_food","Mushroom soup, cream of, low sodium, prepared with water","","2020-10-30"
"1103712","survey_fndds_food","Mushroom soup, cream of, NS as to made with milk or water","","2020-10-30"
"1103713","survey_fndds_food","Mushroom with chicken soup, cream of, prepared with milk","","2020-10-30"
"1103714","survey_fndds_food","Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water","","2020-10-30"
"1103715","survey_fndds_food","Mushroom soup, cream of, canned, reduced sodium, prepared with milk","","2020-10-30"
"1103716","survey_fndds_food","Mushroom soup, cream of, canned, reduced sodium, prepared with water","","2020-10-30"
"1103717","survey_fndds_food","Onion soup, cream of, prepared with milk","","2020-10-30"
"1103718","survey_fndds_food","Onion soup, French","","2020-10-30"
"1103719","survey_fndds_food","Onion soup, made from dry mix","","2020-10-30"
"1103720","survey_fndds_food","Pea soup, prepared with milk","","2020-10-30"
"1103721","survey_fndds_food","Vegetable soup, cream of, prepared with milk","","2020-10-30"
"1103722","survey_fndds_food","Zucchini soup, cream of, prepared with milk","","2020-10-30"
"1103723","survey_fndds_food","Shav soup","","2020-10-30"
"1103724","survey_fndds_food","Seaweed soup","","2020-10-30"
"1103725","survey_fndds_food","Vegetable soup, canned, prepared with water or ready-to-serve","","2020-10-30"
"1103726","survey_fndds_food","Vegetable soup, reduced sodium, canned, ready to serve","","2020-10-30"
"1103727","survey_fndds_food","Vegetable soup, made from dry mix","","2020-10-30"
"1103728","survey_fndds_food","Vegetable soup, home recipe","","2020-10-30"
"1103729","survey_fndds_food","Vegetable noodle soup, home recipe","","2020-10-30"
"1103730","survey_fndds_food","Minestrone soup, reduced sodium, canned or ready-to-serve","","2020-10-30"
"1103731","survey_fndds_food","Minestrone soup, home recipe","","2020-10-30"
"1103732","survey_fndds_food","Minestrone soup, canned, prepared with water, or ready-to-serve","","2020-10-30"
"1103733","survey_fndds_food","Vegetable beef soup, canned, prepared with water, or ready-to-serve","","2020-10-30"
"1103734","survey_fndds_food","Vegetable beef noodle soup, prepared with water","","2020-10-30"
"1103735","survey_fndds_food","Vegetable noodle soup, canned, prepared with water, or ready-to-serve","","2020-10-30"
"1103736","survey_fndds_food","Vegetable rice soup, canned, prepared with water or ready-to-serve","","2020-10-30"
"1103737","survey_fndds_food","Vegetable beef soup with rice, canned, prepared with water or ready-to-serve","","2020-10-30"
"1103738","survey_fndds_food","Vegetable chicken rice soup, canned, prepared with water or ready-to-serve","","2020-10-30"
"1103739","survey_fndds_food","Vegetable soup with chicken broth, home recipe, Mexican style","","2020-10-30"
"1103740","survey_fndds_food","Vegetable noodle soup, reduced sodium, canned, prepared with water or ready-to-serve","","2020-10-30"
"1103741","survey_fndds_food","Vegetable beef soup, home recipe","","2020-10-30"
"1103742","survey_fndds_food","Vegetable beef soup, canned, prepared with milk","","2020-10-30"
"1103743","survey_fndds_food","Vegetable beef soup with noodles or pasta, home recipe","","2020-10-30"
"1103744","survey_fndds_food","Vegetable beef soup with rice, home recipe","","2020-10-30"
"1103745","survey_fndds_food","Vegetarian vegetable soup, prepared with water","","2020-10-30"
"1103746","survey_fndds_food","Vegetable soup, Spanish style, stew type","","2020-10-30"
"1103747","survey_fndds_food","Vegetable soup, chunky style","","2020-10-30"
"1103748","survey_fndds_food","Vegetable soup, with pasta, chunky style","","2020-10-30"
"1103749","survey_fndds_food","Vegetable beef soup, chunky style","","2020-10-30"
"1103750","survey_fndds_food","Vegetable broth, bouillon","","2020-10-30"
"1103751","survey_fndds_food","Spinach, creamed, baby food, strained","","2020-10-30"
"1103752","survey_fndds_food","Broccoli, carrots and cheese, baby food, junior","","2020-10-30"
"1103753","survey_fndds_food","Carrots, baby food, NS as to strained or junior","","2020-10-30"
"1103754","survey_fndds_food","Carrots, baby food, strained","","2020-10-30"
"1103755","survey_fndds_food","Carrots, baby food, junior","","2020-10-30"
"1103756","survey_fndds_food","Carrots, baby food, toddler","","2020-10-30"
"1103757","survey_fndds_food","Carrots and peas, baby food, strained","","2020-10-30"
"1103758","survey_fndds_food","Squash, baby food, NS as to strained or junior","","2020-10-30"
"1103759","survey_fndds_food","Squash, baby food, strained","","2020-10-30"
"1103760","survey_fndds_food","Squash, baby food, junior","","2020-10-30"
"1103761","survey_fndds_food","Squash and corn, baby food, strained","","2020-10-30"
"1103762","survey_fndds_food","Corn and sweet potatoes, baby food, strained","","2020-10-30"
"1103763","survey_fndds_food","Sweet potatoes, baby food, NS as to strained or junior","","2020-10-30"
"1103764","survey_fndds_food","Sweet potatoes, baby food, strained","","2020-10-30"
"1103765","survey_fndds_food","Sweet potatoes, baby food, junior","","2020-10-30"
"1103766","survey_fndds_food","Beans, green string, baby food, NS as to strained or junior","","2020-10-30"
"1103767","survey_fndds_food","Beans, green string, baby food, strained","","2020-10-30"
"1103768","survey_fndds_food","Beans, green string, baby food, junior","","2020-10-30"
"1103769","survey_fndds_food","Beans, green string, baby food, toddler","","2020-10-30"
"1103770","survey_fndds_food","Green beans and potatoes, baby food, strained","","2020-10-30"
"1103771","survey_fndds_food","Beets, baby food, strained","","2020-10-30"
"1103772","survey_fndds_food","Corn, creamed, baby food, NS as to strained or junior","","2020-10-30"
"1103773","survey_fndds_food","Corn, creamed, baby food, strained","","2020-10-30"
"1103774","survey_fndds_food","Corn, creamed, baby food, junior","","2020-10-30"
"1103775","survey_fndds_food","Mixed vegetables, garden vegetables, baby food, NS as to strained or junior","","2020-10-30"
"1103776","survey_fndds_food","Mixed vegetables, garden vegetables, baby food, strained","","2020-10-30"
"1103777","survey_fndds_food","Mixed vegetables, garden vegetables, baby food, junior","","2020-10-30"
"1103778","survey_fndds_food","Peas, baby food, NS as to strained or junior","","2020-10-30"
"1103779","survey_fndds_food","Peas, baby food, strained","","2020-10-30"
"1103780","survey_fndds_food","Peas, baby food, junior","","2020-10-30"
"1103781","survey_fndds_food","Peas, baby food, toddler","","2020-10-30"
"1103782","survey_fndds_food","Potatoes, baby food, toddler","","2020-10-30"
"1103783","survey_fndds_food","Vegetables and rice, baby food, strained","","2020-10-30"
"1103784","survey_fndds_food","Peas and brown rice, baby food","","2020-10-30"
"1103785","survey_fndds_food","Carrots and beef, baby food, strained","","2020-10-30"
"1103786","survey_fndds_food","Vegetable and beef, baby food, NS as to strained or junior","","2020-10-30"
"1103787","survey_fndds_food","Vegetable and beef, baby food, strained","","2020-10-30"
"1103788","survey_fndds_food","Vegetable and beef, baby food, junior","","2020-10-30"
"1103789","survey_fndds_food","Broccoli and chicken, baby food, strained","","2020-10-30"
"1103790","survey_fndds_food","Sweet potatoes and chicken, baby food, strained","","2020-10-30"
"1103791","survey_fndds_food","Vegetable and chicken, baby food, NS as to strained or junior","","2020-10-30"
"1103792","survey_fndds_food","Vegetable and chicken, baby food, strained","","2020-10-30"
"1103793","survey_fndds_food","Vegetable and chicken, baby food, junior","","2020-10-30"
"1103794","survey_fndds_food","Potatoes with cheese and broccoli, baby food, toddler","","2020-10-30"
"1103795","survey_fndds_food","Vegetable and turkey, baby food, NS as to strained or junior","","2020-10-30"
"1103796","survey_fndds_food","Vegetable and turkey, baby food, strained","","2020-10-30"
"1103797","survey_fndds_food","Vegetable and turkey, baby food, junior","","2020-10-30"
"1103798","survey_fndds_food","Fried stuffed potatoes, Puerto Rican style","","2020-10-30"
"1103799","survey_fndds_food","Potato and ham fritters, Puerto Rican style","","2020-10-30"
"1103800","survey_fndds_food","Potato chicken pie, Puerto Rican style","","2020-10-30"
"1103801","survey_fndds_food","Green plantain with cracklings, Puerto Rican style","","2020-10-30"
"1103802","survey_fndds_food","Ripe plantain fritters, Puerto Rican style","","2020-10-30"
"1103803","survey_fndds_food","Ripe plantain meat pie, Puerto Rican style","","2020-10-30"
"1103804","survey_fndds_food","Cassava Pasteles, Puerto Rican style","","2020-10-30"
"1103805","survey_fndds_food","Cassava fritter stuffed with crab meat, Puerto Rican style","","2020-10-30"
"1103806","survey_fndds_food","Stuffed tannier fritters, Puerto Rican style","","2020-10-30"
"1103807","survey_fndds_food","Puerto Rican pasteles","","2020-10-30"
"1103808","survey_fndds_food","Stuffed cabbage, with meat, Puerto Rican style","","2020-10-30"
"1103809","survey_fndds_food","Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style","","2020-10-30"
"1103810","survey_fndds_food","Eggplant and meat casserole","","2020-10-30"
"1103811","survey_fndds_food","Spanish stew","","2020-10-30"
"1103812","survey_fndds_food","Puerto Rican stew","","2020-10-30"
"1103813","survey_fndds_food","Vegetable and fruit juice, 100% juice, with high vitamin C","","2020-10-30"
"1103814","survey_fndds_food","Fruit and vegetable smoothie, with dairy","","2020-10-30"
"1103815","survey_fndds_food","Fruit and vegetable smoothie, added protein","","2020-10-30"
"1103816","survey_fndds_food","Fruit and vegetable smoothie, non-dairy","","2020-10-30"
"1103817","survey_fndds_food","Fruit and vegetable smoothie, non-dairy, added protein","","2020-10-30"
"1103818","survey_fndds_food","Fruit and vegetable smoothie, bottled","","2020-10-30"
"1103819","survey_fndds_food","Fruit and vegetable smoothie, no dairy","","2020-10-30"
"1103820","survey_fndds_food","Vegetable smoothie","","2020-10-30"
"1103821","survey_fndds_food","Table fat, NFS","","2020-10-30"
"1103822","survey_fndds_food","Butter, NFS","","2020-10-30"
"1103823","survey_fndds_food","Butter, stick","","2020-10-30"
"1103824","survey_fndds_food","Butter, tub","","2020-10-30"
"1103825","survey_fndds_food","Butter, light","","2020-10-30"
"1103826","survey_fndds_food","Margarine, NFS","","2020-10-30"
"1103827","survey_fndds_food","Margarine, stick","","2020-10-30"
"1103828","survey_fndds_food","Margarine, tub","","2020-10-30"
"1103829","survey_fndds_food","Margarine-oil blend, NFS","","2020-10-30"
"1103830","survey_fndds_food","Margarine-oil blend, stick","","2020-10-30"
"1103831","survey_fndds_food","Margarine-oil blend, tub","","2020-10-30"
"1103832","survey_fndds_food","Butter replacement, liquid","","2020-10-30"
"1103833","survey_fndds_food","Margarine-oil blend, tub, light","","2020-10-30"
"1103834","survey_fndds_food","Margarine-oil blend, stick, light","","2020-10-30"
"1103835","survey_fndds_food","Butter-oil blend, NFS","","2020-10-30"
"1103836","survey_fndds_food","Butter-oil blend, stick","","2020-10-30"
"1103837","survey_fndds_food","Butter-oil blend, tub","","2020-10-30"
"1103838","survey_fndds_food","Butter-oil blend, light","","2020-10-30"
"1103839","survey_fndds_food","Butter replacement, powder","","2020-10-30"
"1103840","survey_fndds_food","Oil or table fat, NFS","","2020-10-30"
"1103841","survey_fndds_food","Animal fat or drippings","","2020-10-30"
"1103842","survey_fndds_food","Lard","","2020-10-30"
"1103843","survey_fndds_food","Shortening, NS as to vegetable or animal","","2020-10-30"
"1103844","survey_fndds_food","Ghee, clarified butter","","2020-10-30"
"1103845","survey_fndds_food","Garlic sauce","","2020-10-30"
"1103846","survey_fndds_food","Lemon-butter sauce","","2020-10-30"
"1103847","survey_fndds_food","Hollandaise sauce","","2020-10-30"
"1103848","survey_fndds_food","Sandwich spread","","2020-10-30"
"1103849","survey_fndds_food","Tartar sauce","","2020-10-30"
"1103850","survey_fndds_food","Horseradish sauce","","2020-10-30"
"1103851","survey_fndds_food","Pesto sauce","","2020-10-30"
"1103852","survey_fndds_food","Fry sauce","","2020-10-30"
"1103853","survey_fndds_food","Curry sauce","","2020-10-30"
"1103854","survey_fndds_food","Honey butter","","2020-10-30"
"1103855","survey_fndds_food","Vegetable oil, NFS","","2020-10-30"
"1103856","survey_fndds_food","Almond oil","","2020-10-30"
"1103857","survey_fndds_food","Coconut oil","","2020-10-30"
"1103858","survey_fndds_food","Corn oil","","2020-10-30"
"1103859","survey_fndds_food","Cottonseed oil","","2020-10-30"
"1103860","survey_fndds_food","Flaxseed oil","","2020-10-30"
"1103861","survey_fndds_food","Olive oil","","2020-10-30"
"1103862","survey_fndds_food","Peanut oil","","2020-10-30"
"1103863","survey_fndds_food","Canola oil","","2020-10-30"
"1103864","survey_fndds_food","Safflower oil","","2020-10-30"
"1103865","survey_fndds_food","Sesame oil","","2020-10-30"
"1103866","survey_fndds_food","Soybean oil","","2020-10-30"
"1103867","survey_fndds_food","Sunflower oil","","2020-10-30"
"1103868","survey_fndds_food","Walnut oil","","2020-10-30"
"1103869","survey_fndds_food","Wheat germ oil","","2020-10-30"
"1103870","survey_fndds_food","Salad dressing, NFS, for salads","","2020-10-30"
"1103871","survey_fndds_food","Salad dressing, NFS, for sandwiches","","2020-10-30"
"1103872","survey_fndds_food","Blue or roquefort cheese dressing","","2020-10-30"
"1103873","survey_fndds_food","Bacon and tomato dressing","","2020-10-30"
"1103874","survey_fndds_food","Caesar dressing","","2020-10-30"
"1103875","survey_fndds_food","Coleslaw dressing","","2020-10-30"
"1103876","survey_fndds_food","French or Catalina dressing","","2020-10-30"
"1103877","survey_fndds_food","Honey mustard dressing","","2020-10-30"
"1103878","survey_fndds_food","Italian dressing, made with vinegar and oil","","2020-10-30"
"1103879","survey_fndds_food","Mayonnaise, regular","","2020-10-30"
"1103880","survey_fndds_food","Vegan mayonnaise","","2020-10-30"
"1103881","survey_fndds_food","Russian dressing","","2020-10-30"
"1103882","survey_fndds_food","Mayonnaise-type salad dressing","","2020-10-30"
"1103883","survey_fndds_food","Avocado dressing","","2020-10-30"
"1103884","survey_fndds_food","Creamy dressing","","2020-10-30"
"1103885","survey_fndds_food","Poppy seed dressing","","2020-10-30"
"1103886","survey_fndds_food","Sesame dressing","","2020-10-30"
"1103887","survey_fndds_food","Thousand Island dressing","","2020-10-30"
"1103888","survey_fndds_food","Yogurt dressing","","2020-10-30"
"1103889","survey_fndds_food","Salad dressing, light, NFS","","2020-10-30"
"1103890","survey_fndds_food","Blue or roquefort cheese dressing, light","","2020-10-30"
"1103891","survey_fndds_food","Coleslaw dressing, light","","2020-10-30"
"1103892","survey_fndds_food","French or Catalina dressing, light","","2020-10-30"
"1103893","survey_fndds_food","Caesar dressing, light","","2020-10-30"
"1103894","survey_fndds_food","Mayonnaise, light","","2020-10-30"
"1103895","survey_fndds_food","Mayonnaise, reduced fat,  with olive oil","","2020-10-30"
"1103896","survey_fndds_food","Mayonnaise-type salad dressing, light","","2020-10-30"
"1103897","survey_fndds_food","Honey mustard dressing, light","","2020-10-30"
"1103898","survey_fndds_food","Italian dressing, light","","2020-10-30"
"1103899","survey_fndds_food","Russian dressing, light","","2020-10-30"
"1103900","survey_fndds_food","Sesame dressing, light","","2020-10-30"
"1103901","survey_fndds_food","Thousand Island dressing, light","","2020-10-30"
"1103902","survey_fndds_food","Korean dressing or marinade","","2020-10-30"
"1103903","survey_fndds_food","Creamy dressing, light","","2020-10-30"
"1103904","survey_fndds_food","Blue or roquefort cheese dressing, fat free","","2020-10-30"
"1103905","survey_fndds_food","Caesar dressing, fat free","","2020-10-30"
"1103906","survey_fndds_food","Creamy dressing, fat free","","2020-10-30"
"1103907","survey_fndds_food","French or Catalina dressing, fat free","","2020-10-30"
"1103908","survey_fndds_food","Honey mustard dressing, fat free","","2020-10-30"
"1103909","survey_fndds_food","Italian dressing, fat free","","2020-10-30"
"1103910","survey_fndds_food","Mayonnaise, fat free","","2020-10-30"
"1103911","survey_fndds_food","Russian dressing, fat free","","2020-10-30"
"1103912","survey_fndds_food","Salad dressing, fat free, NFS","","2020-10-30"
"1103913","survey_fndds_food","Thousand Island dressing, fat free","","2020-10-30"
"1103914","survey_fndds_food","Bacon, for use with vegetables","","2020-10-30"
"1103915","survey_fndds_food","Ham, for use with vegetables","","2020-10-30"
"1103916","survey_fndds_food","Beef, for use with vegetables","","2020-10-30"
"1103917","survey_fndds_food","Chicken, for use with vegetables","","2020-10-30"
"1103918","survey_fndds_food","Cream sauce, for use with vegetables","","2020-10-30"
"1103919","survey_fndds_food","Cheese sauce, for use with vegetables","","2020-10-30"
"1103920","survey_fndds_food","Gravy, for use with vegetables","","2020-10-30"
"1103921","survey_fndds_food","Soy based sauce, for use with vegetables","","2020-10-30"
"1103922","survey_fndds_food","Tomato sauce, for use with vegetables","","2020-10-30"
"1103923","survey_fndds_food","Avocado, for use on a sandwich","","2020-10-30"
"1103924","survey_fndds_food","Cucumber, for use on a sandwich","","2020-10-30"
"1103925","survey_fndds_food","Lettuce, for use on a sandwich","","2020-10-30"
"1103926","survey_fndds_food","Mushrooms, for use on a sandwich","","2020-10-30"
"1103927","survey_fndds_food","Onions, for use on a sandwich","","2020-10-30"
"1103928","survey_fndds_food","Pepper, for use on a sandwich","","2020-10-30"
"1103929","survey_fndds_food","Spinach, for use on a sandwich","","2020-10-30"
"1103930","survey_fndds_food","Tomatoes, for use on a sandwich","","2020-10-30"
"1103931","survey_fndds_food","Bacon, for use on a sandwich","","2020-10-30"
"1103932","survey_fndds_food","Sugar, NFS","","2020-10-30"
"1103933","survey_fndds_food","Sugar, white, granulated or lump","","2020-10-30"
"1103934","survey_fndds_food","Sugar, white, confectioner's, powdered","","2020-10-30"
"1103935","survey_fndds_food","Sugar, brown","","2020-10-30"
"1103936","survey_fndds_food","Sugar, cinnamon","","2020-10-30"
"1103937","survey_fndds_food","Sugar substitute and sugar blend","","2020-10-30"
"1103938","survey_fndds_food","Sugar substitute, sucralose, powder","","2020-10-30"
